Year;Author;Title;ID;ID_2;Exp_ID;Effect_ID;ES_ID;Type_of_study;Medical_Field;LLM_Model;Accessed_model;Model_version;Timestamp_of_model;Temperature;Test_Data;Recruitment_Country;Career_stage;Prior_LLM_training_of_physicians;Control_group_resources;Treatment_group_resources;Pre-training_of_LLM;Case_setting;Task_Format;Patient_history;Input_Form_Patient_Information_in_LLM;Input_Form_Patient_Information_clinician;Follow_Up_Prompts_Allowed;Time_restrictions;Explanation_Format_of_LLM;Time_lag_sessions;Type_of_Results;N_total;N_physicians_total;N_cases_total;N_assessments_total;Same_Cases_Both_Conditions;h_design;h_unit_level;h_var_level;h_n_pairs;h_r_used;h_r_source;h_b;h_c;h_measure_class;M_control;n_control_case;n_control_physician;n_control;SE_control;SD_control;95CI_lower_control;95CI_upper_control;M_treatment;n_treatment_case;n_treatment_physician;n_treatment;SE_treatment;SD_treatment;95CI_lower_treatment;95CI_upper_treatment;Performance_Difference;Performance_Difference_SD;Performance_Difference_SE;95CI_lower_performance_diff;95CI_upper_performance_diff;Performance_difference_p_value;Odds_Ratio;95CI_lower_odds_ratio;95CI_upper_odds_ratio;Correlation_r_between_conditions;Discordant_b;Discordant_c;Reader_cluster_adjusted_SD_SE_CI;h_icc
2026;Xu et al.;Predicting Invasiveness of Lung Adenocarcinoma from Chest CT with Few-shot Vision-Language Ternary Classification Model;Xu et al. (2026) - GPT-4o pGGN invasiveness;36;365;1;3651;peer-reviewed;Radiology;GPT-4o;web interface (official OpenAI website chat interface, which allows video upload);GPT-4o (exact snapshot NR);NR;NR;external;China;Attending;0;0;0;0;Real-world;Classification;1;Image;multimodal (text + image);0;NR;Free text;4 week;Top-1;110;1;110;220;1;within_subject;case;case;110;NR;none;;;proportion;0.590909091;110;1;110;NR;0.491666083;NR;NR;0.827272727;110;1;110;NR;0.378011325;NR;NR;0.236363636;NR (no dispersion of the paired difference reported);NR;NR;NR;NR;NR;NR;NR;NR;"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";NR;
2026;Xu et al.;Predicting Invasiveness of Lung Adenocarcinoma from Chest CT with Few-shot Vision-Language Ternary Classification Model;Xu et al. (2026) - GPT-4o pGGN invasiveness;36;366;1;3661;peer-reviewed;Radiology;GPT-4o;web interface (official OpenAI website chat interface, which allows video upload);GPT-4o (exact snapshot NR);NR;NR;external;China;Attending;0;0;0;0;Real-world;Classification;1;Image;multimodal (text + image);0;NR;Free text;4 week;Top-1;110;1;110;220;1;within_subject;case;case;110;NR;none;;;proportion;0.672727273;110;1;110;NR;0.469217742;NR;NR;0.863636364;110;1;110;NR;0.343174293;NR;NR;0.190909091;NR (no dispersion of the paired difference reported);NR;NR;NR;NR;NR;NR;NR;NR;"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";NR;
2025;Yan et al.;A multimodal vision foundation model for clinical dermatology;Yan et al. (2025);37;371;1;3711;peer-reviewed;Other;PanDerm;"PanDerm encoder code and weights publicly released for research use (https://github.com/SiyuanYan1/PanDerm); not a commercial/clinically approved product";"PanDerm (ViT-Large, 24 blocks, 1,024-dim; pretrained on 2,149,706 images for 500 epochs; encoder fine-tuned for the reader studies)";reader study 2 data collection 20 August - 12 September 2024;NR;"internal (ISIC 2018 Task 3 test set = held-out 20% split of the official HAM10000 dataset; the encoder was fine-tuned on the corresponding training split => held-out but same-source, not external)";n/a (DermaChallenge users);Mixed;0;0;0;1;Real-world (published) cases;Multiple choice;0;Image;image;0;NR;Differential;0;Top-1;41;41;1511;3320;1;within_subject;physician;physician;41;NR;none;;;proportion;0.69;NR;41;41;NR;"NR (no SD reported. Reviewer-reconstructible from the reported reader-level 95% CI as SD = hw*sqrt(n)/t(n-1,.975) -> sheet 'Yan RS2 calc'; INDICATIVE ONLY: the CI is printed to 2 dp so hw 0.035-0.045 gives SD 0.111-0.143 (+/-13% on d_av), and the same CI construction is provably wrong for the low/high experience rows (implied r < -1). Author data required.)";0.65;0.73;0.8;NR;41;41;NR;NR;0.76;0.84;0.11;NR;NR;NR;NR;6.53e-08 (two-sided paired t-test across readers);NR;NR;NR;NR;NR;NR;NR;
2025;Yan et al.;A multimodal vision foundation model for clinical dermatology;Yan et al. (2025);37;372;2;3722;peer-reviewed;Other;PanDerm;"PanDerm encoder code and weights publicly released for research use (https://github.com/SiyuanYan1/PanDerm); not a commercial/clinically approved product";"PanDerm (ViT-Large, 24 blocks, 1,024-dim; pretrained on 2,149,706 images for 500 epochs; encoder fine-tuned for the reader studies)";reader study 3 responses collected 1 July - 2 October 2025;NR;"UNCLEAR (200 clinical photographs stratified by disease class from the public SD-128 dataset; relation of SD-128 to the 2.1M-image pretraining corpus not stated, and 10% of SD-128 was used to benchmark the same model)";Australia, Spain, Austria, Croatia, Italy;Mixed;0;0;0;1;Real-world (published) cases ;Open-ended;0;Image;image;0;NR;Differential;0;Top-3;37;37;200;1342;1;within_subject;physician;physician;37;NR;none;;;proportion;54.2;NR;37;37;NR;"NR (no SD, SE or CI reported for any arm; figures show box plots only; per-reader/per-class values not tabulated)";NR;NR;63.4;NR;37;37;NR;NR;NR;NR;9.2;NR;NR;NR;NR;<0.001 (two-sided paired t-test across readers);NR;NR;NR;NR;NR;NR;NR;
2025;Yao et al.;Multimodal GPT model for assisting thyroid nodule diagnosis and management;Yao et al. (2025) - ThyGPT;38;381;1;3811;peer-reviewed;Radiology;ThyGPT;"custom self-hosted AIGC-CAD model (trained/tested within hospital AI infrastructure; code at github.com/seista131/ThyGPT); not a public API";"ThyGPT (LLaMA3-based; exact base-model size NR)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;1;NR;Free text;no wash out;Top-1;3376;3;3376;20256;1;within_subject;physician-case;physician-case;10128;NR;from_bc;1137;27;proportion;79;3376;3;10128;"NR (proportion; 95% CI reported instead; paired variance via McNemar discordant cells b,c - see Note)";"NR (proportion; 95% CI reported instead; paired variance via McNemar discordant cells b,c - see Note)";78.2;79.8;90;3376;3;10128;NR;NR;89.4;90.5;11;NR;NR;NR;NR;"<0.001 (McNemar from Table 4 discordant cells b=379.7 vs c=9; AUROC 0.790->0.899)";NR;NR;NR;NR;379.7;9;"Nein – reported 95% CIs are based on pooled reader-case observations; notes explicitly state clustering by the 3 readers was not modelled.";
2025;Yao et al.;Multimodal GPT model for assisting thyroid nodule diagnosis and management;Yao et al. (2025) - ThyGPT;38;382;1;3821;peer-reviewed;Radiology;ThyGPT;"custom self-hosted AIGC-CAD model (trained/tested within hospital AI infrastructure; code at github.com/seista131/ThyGPT); not a public API";"ThyGPT (LLaMA3-based; exact base-model size NR)";NR;NR;external;China;Attending;0;0;0;1;Real-world;Classification;0;Image;image;1;NR;Free text;no wash out;Top-1;3376;3;3376;20256;1;within_subject;physician-case;physician-case;10128;NR;from_bc;984;12;proportion;82.1;3376;3;10128;"NR (proportion; 95% CI reported instead; paired variance via McNemar discordant cells b,c - see Note)";"NR (proportion; 95% CI reported instead; paired variance via McNemar discordant cells b,c - see Note)";81.4;82.9;91.7;3376;3;10128;NR;NR;91.1;92.2;9.6;NR;NR;NR;NR;"<0.001 (McNemar from Table 4 discordant cells b=328 vs c=4.7; AUROC 0.821->0.916)";NR;NR;NR;NR;328;4.7;"Nein – reported 95% CIs are based on pooled reader-case observations; notes explicitly state clustering by the 3 readers was not modelled.";
2026;Zhang et al.;A Novel Approach to Ovarian Cancer Diagnosis via CT Imaging: GPT-4o-Driven Automated Feature Recognition and Validation in Clinical Settings;Zhang et al. (2026) - GPT-4o ovarian CT;39;391;1;3911;peer-reviewed;Radiology;GPT-4o;"chat interface of the official OpenAI website (allowed file/video upload); no API";GPT-4o (exact snapshot / version string NR);NR;NR;internal / unknown;China;Attending;0;0;0;0;Real-world;Classification;1;Multimodal (text + image);multimodal (text + image);0;NR;Free text;2 weeks;Top-1;230 - UNCELAR;1;230;460;1;within_subject;case;case;230;NR;none;;;proportion;85.65;230;1;230;NR;"NR (binary proportion; SD=sqrt(p(1-p)) derivable - see calc sheet ""Zhang SD calc"")";NR;NR;87.83;230;1;230;NR;NR;NR;NR;2.18;NR;NR;NR;NR;NR;"NR (not reported; not extracted - g_av is the registered metric)";NR;NR;NR;NR (2x2 discordant cells not reported);NR (2x2 discordant cells not reported);NR;
2026;Zhang et al.;A Novel Approach to Ovarian Cancer Diagnosis via CT Imaging: GPT-4o-Driven Automated Feature Recognition and Validation in Clinical Settings;Zhang et al. (2026) - GPT-4o ovarian CT;39;392;1;3921;peer-reviewed;Radiology;GPT-4o;"chat interface of the official OpenAI website (allowed file/video upload); no API";GPT-4o (exact snapshot / version string NR);NR;NR;internal / unknown;China;Attending;0;0;0;0;Real-world;Classification;1;Multimodal (text + image);multimodal (text + image);0;NR;Free text;2 weeks;Top-1;231 - UNCELAR;1;230;460;1;within_subject;case;case;230;NR;none;;;proportion;83.91;230;1;230;NR;"NR (binary proportion; SD=sqrt(p(1-p)) derivable - see calc sheet ""Zhang SD calc"")";NR;NR;85.65;230;1;230;NR;NR;NR;NR;1.74;NR;NR;NR;NR;NR;"NR (not reported; not extracted - g_av is the registered metric)";NR;NR;NR;NR (2x2 discordant cells not reported);NR (2x2 discordant cells not reported);NR;
2026;Zhang et al.;A Novel Approach to Ovarian Cancer Diagnosis via CT Imaging: GPT-4o-Driven Automated Feature Recognition and Validation in Clinical Settings;Zhang et al. (2026) - GPT-4o ovarian CT;39;393;1;3931;peer-reviewed;Radiology;GPT-4o;"chat interface of the official OpenAI website (allowed file/video upload); no API";GPT-4o (exact snapshot / version string NR);NR;NR;internal / unknown;China;Attending;0;0;0;0;Real-world;Classification;1;Multimodal (text + image);multimodal (text + image);0;NR;Free text;2 weeks;Top-1;232 - UNCELAR;1;224;448;1;within_subject;case;case;224;NR;none;;;proportion;73.66;224;1;224;NR;"NR (binary proportion; SD=sqrt(p(1-p)) derivable - see calc sheet ""Zhang SD calc"")";NR;NR;78.13;224;1;224;NR;NR;NR;NR;4.47;NR;NR;NR;NR;NR;"NR (not reported; not extracted - g_av is the registered metric)";NR;NR;NR;NR (2x2 discordant cells not reported);NR (2x2 discordant cells not reported);NR;
2026;Zhang et al.;A Novel Approach to Ovarian Cancer Diagnosis via CT Imaging: GPT-4o-Driven Automated Feature Recognition and Validation in Clinical Settings;Zhang et al. (2026) - GPT-4o ovarian CT;39;394;1;3941;peer-reviewed;Radiology;GPT-4o;"chat interface of the official OpenAI website (allowed file/video upload); no API";GPT-4o (exact snapshot / version string NR);NR;NR;internal / unknown;China;Resident;0;0;0;0;Real-world;Classification;1;Multimodal (text + image);multimodal (text + image);0;NR;Free text;2 weeks;Top-1;233 - UNCELAR;1;224;448;1;within_subject;case;case;224;NR;none;;;proportion;67.86;224;1;224;NR;"NR (binary proportion; SD=sqrt(p(1-p)) derivable - see calc sheet ""Zhang SD calc"")";NR;NR;84.38;224;1;224;NR;NR;NR;NR;16.52;NR;NR;NR;NR;NR;"NR (not reported; not extracted - g_av is the registered metric)";NR;NR;NR;NR (2x2 discordant cells not reported);NR (2x2 discordant cells not reported);NR;
2025;Zhou et al.;Uncertainty-aware large language models for explainable disease diagnosis;Zhou et al. (2025) - ConfiDx;40;401;1;4011;peer-reviewed;Other;ConfiDx (LLaMA-3.1-70B);"self-hosted open-weight model (Hugging Face framework; fine-tuning and inference on 10 x Nvidia A100 80 GB); no public API. Code at github.com/betterzhou/ConfiDx";"ConfiDx = LLaMA-3.1-70B-Instruct + LoRA (rank 8, alpha 16, dropout 0.05; batch size 4, 10 epochs, max lr 1e-4, warm-up ratio 0.01; no further hyperparameter tuning)";NR;NR;internal;USA;Attending;0;1;1;1;Adapted real-world cases;Open-ended;1;Text;text;0;NR;Free text;NR;Top-1;200;2;200;400;1;within_subject;case;case;200;0.773;reported;7;7;proportion;81;200;2;200;"NR (binary arm; paired variance identified via discordant cells b=c=7 - g_av + Var computed in sheet ""Zhou SD calc"")";"NR (binary arm; paired variance identified via discordant cells b=c=7 - g_av + Var computed in sheet ""Zhou SD calc"")";NR;NR;81;200;2;200;NR;NR;NR;NR;0;NR;1.87;NR;NR;"1.0 (uncorrected McNemar on the author-supplied 2x2: chi2=(b-c)^2/(b+c)=0/14=0 => p=1.0; b=c=7 => exactly no net change)";NR;NR;NR;0.773;7;7;NR;
2025;Zhou et al.;Uncertainty-aware large language models for explainable disease diagnosis;Zhou et al. (2025) - ConfiDx;40;402;1;4021;peer-reviewed;Other;ConfiDx (LLaMA-3.1-70B);"self-hosted open-weight model (Hugging Face framework; fine-tuning and inference on 10 x Nvidia A100 80 GB); no public API. Code at github.com/betterzhou/ConfiDx";"ConfiDx = LLaMA-3.1-70B-Instruct + LoRA (rank 8, alpha 16, dropout 0.05; batch size 4, 10 epochs, max lr 1e-4, warm-up ratio 0.01; no further hyperparameter tuning)";NR;NR;internal;USA;Attending;0;1;1;1;Adapted real-world cases;Open-ended;1;Text;text;0;NR;Free text;NR;Top-1;200;"NR (the number of cardiology clinicians in Group B is never reported; only Group A is quantified as ""two experts"")";200;400;1;within_subject;case;case;200;0.888;reported;3;3;proportion;84;200;NR;200;"NR (binary arm; paired variance identified via discordant cells b=c=3 - see ""Zhou SD calc"")";"NR (binary arm; paired variance identified via discordant cells b=c=3 - see ""Zhou SD calc"")";NR;NR;84;200;NR;200;NR;NR;NR;NR;0;NR;1.22;NR;NR;"1.0 (uncorrected McNemar on the author-supplied 2x2: chi2=0/6=0 => p=1.0; b=c=3)";NR;NR;NR;0.888;3;3;NR;
2026;Zhou et al.;EpiScreen: Early Epilepsy Detection from Electronic Health Records with Large Language Models;Zhou et al. (2026) - EpiScreen;41;411;1;4111;pre-print;Other;EpiScreen;"self-hosted open-weight model (HuggingFace framework, 4-bit NF4 quantisation, four NVIDIA A100 80 GB GPUs); no public API. The clinicians did not query the model themselves";"Qwen-2.5-32B + QLoRA (4-bit NF4; LoRA rank 16, alpha 32, dropout 0.05; batch size 1, 3 epochs, lr 5e-4 with cosine scheduling, warm-up ratio 0.03, max sequence length 4096 tokens; no further hyperparameter tuning), fine-tuned on the MIMIC-IV training split. NB the Methods section 'Expert-AI collaboration' does not name the base model; Fig. 3c identifies EpiScreen (fine-tuned on Qwen-2.5-32B) for the AI-alone bar of the same experiment";NR;NR;"internal (the 300 collaboration cases are a stratified random subset of the HELD-OUT MIMIC-IV test split; EpiScreen was fine-tuned on the MIMIC-IV training split of the same cohort, 7:1:2 stratified partition => same source and distribution, properly separated)";USA;Resident;0;1;1;1;Adapted real-world cases;Classification;1;Text;text;0;NR;Free text;NR;Top-1;300;2;300;600;1;within_subject;case;case;300;NR;none;;;proportion;79.33;300;2;300;NR (bootstrap 95% CI reported instead: 0.743-0.840, 1000 replicates);"NR (binary proportion-correct arm; SD_control = SQRT(p(1-p)) = 0.4049 derivable - see 'Zhou EpiScreen calc')";74.3;84;88;300;2;300;NR;NR;84.3;91.7;8.67;NR;NR;NR;NR;"p<0.01 (Fig. 3c, '**'; two-sided Mann-Whitney U test; exact value NR). CAUTION: Mann-Whitney U is design-inappropriate for a paired case-level binary outcome and therefore CANNOT be inverted to recover b+c (unlike an exact McNemar p)";NR;NR;NR;NR;"NR (not reported; only b-c = 26 is identified => b in [26,62])";"NR (not reported; c in [0,36])";NR;
2026;Zhou et al.;EpiScreen: Early Epilepsy Detection from Electronic Health Records with Large Language Models;Zhou et al. (2026) - EpiScreen;41;412;1;4121;pre-print;Other;EpiScreen;"self-hosted open-weight model (HuggingFace framework, 4-bit NF4 quantisation, four NVIDIA A100 80 GB GPUs); no public API. The clinicians did not query the model themselves";"Qwen-2.5-32B + QLoRA (4-bit NF4; LoRA rank 16, alpha 32, dropout 0.05; batch size 1, 3 epochs, lr 5e-4 with cosine scheduling, warm-up ratio 0.03, max sequence length 4096 tokens; no further hyperparameter tuning), fine-tuned on the MIMIC-IV training split. NB the Methods section 'Expert-AI collaboration' does not name the base model; Fig. 3c identifies EpiScreen (fine-tuned on Qwen-2.5-32B) for the AI-alone bar of the same experiment";NR;NR;"internal (the 300 collaboration cases are a stratified random subset of the HELD-OUT MIMIC-IV test split; EpiScreen was fine-tuned on the MIMIC-IV training split of the same cohort, 7:1:2 stratified partition => same source and distribution, properly separated)";USA;Attending;0;1;1;1;Adapted real-world cases;Classification;1;Text;text;0;NR;Free text;NR;Top-1;300;2;300;600;1;within_subject;case;case;300;NR;none;;;proportion;81.67;300;2;300;NR (bootstrap 95% CI reported instead: 0.773-0.860, 1000 replicates);"NR (binary proportion-correct arm; SD_control = SQRT(p(1-p)) = 0.3870 derivable - see 'Zhou EpiScreen calc')";77.3;86;89.33;300;2;300;NR;NR;85.7;92.7;7.67;NR;NR;NR;NR;"p<0.01 (Fig. 3c, '**'; two-sided Mann-Whitney U test; exact value NR). CAUTION: Mann-Whitney U is design-inappropriate for a paired case-level binary outcome and therefore CANNOT be inverted to recover b+c (unlike an exact McNemar p)";NR;NR;NR;NR;"NR (not reported; only b-c = 23 is identified => b in [23,55])";"NR (not reported; c in [0,32])";NR;
2026;Zhou et al.;HeartAgent: An Autonomous Agent System for Explainable Differential Diagnosis in Cardiology;Zhou et al. (2026) - HeartAgent;42;421;2;4212;pre-print;Other;HeartAgent (Llama-3.3-70B);"self-hosted open-weight models with 4-bit quantisation (the MIMIC and UMN experiments were restricted to open-source LLMs for data-governance reasons; commercial models were used only on the public NEJM subset, which is NOT part of this comparison). No public API";"Llama-3.3-70B as agent backbone; MedGemma-4B for vision-language image interpretation; NeuroKit2 for ECG waveform processing; Clinical-Longformer embeddings for case retrieval; BM25 + MedCPT for reference verification. No fine-tuning - the agents are prompted, not trained";NR;0.1;"unknown (no fine-tuning on the evaluation data; the 4000-note case repository is MIMIC-IV-derived but patient-level disjoint from the evaluation sets. MIMIC-IV is a credentialed-access public resource predating the base models' cutoffs and the training corpora of Llama-3.3-70B / MedGemma are undisclosed => contamination cannot be excluded or confirmed)";USA;Attending;0;1;1;1;Adapted real-world cases;Open-ended;1;Multimodal (text + image);multimodal (text + image);1;NR;Differential, free text;NR;Top-3;100;2;100;200;1;within_subject;case;case;100;NR;none;;;proportion;65;100;2;100;"NR (no SD/SE/CI reported for any Fig. 7 bar; binary proportion-correct => SD_control = SQRT(p(1-p)) = 0.4770 derivable)";"NR (no SD/SE/CI reported for any Fig. 7 bar; binary proportion-correct => SD_control = SQRT(p(1-p)) = 0.4770 derivable)";NR;NR;73;100;2;100;NR;NR;NR;NR;"UNCLEAR (paper prints +12.3%; read as relative this implies +8.0 pp, 0.650 -> 0.730. Provisional, see 'Zhou HeartAgent calc')";NR;NR;NR;NR;NR;NR;NR;NR;NR;"NR (not reported; b-c is not even identified because the assisted arm is not reported numerically)";"NR (not reported; b-c is not even identified because the assisted arm is not reported numerically)";NR;
